claim_id,claim_text,source_file,source_section,originating_run,claim_type,current_evidence_status,geography,confidence,freshness_or_review_date,material_to_historical_decision,evidence_quality,evidence_ids,source_ids,audit_notes,duplicate_locations
HC-0061,# Independent Executive Memos ## Restaurant Owner Economist ## Restaurant Operator / Fulfilment Manager ## Marketing and Trust Analyst ## Direct-Order Economics Analyst ## Delivery and Fulfilment Analyst ## Channel Analyst ## Competitor and Alternatives Analyst ## Developer Cost and Support Analyst ## ROI Calculator Designer ## Evidence Auditor ## Devil's Advocate,LEG-SRC-0070,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0070,LEG-SRC-0070,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0062,# Executive Post-Decision Responses ## Owner Economist ## Operator ## Marketing and Trust Analyst ## Direct-Order Economics Analyst ## Delivery and Fulfilment Analyst ## Channel Analyst ## Competitor Analyst ## Developer Cost Analyst ## Evidence Auditor,LEG-SRC-0071,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0071,LEG-SRC-0071,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0063,"# Full Restaurant ROI Map ## Core Economic Rule ## Direct Financial ROI | ROI path | Mechanism | Quantification | Strength | Customer-safe treatment | |---|---|---|---|---| | Repeat orders shifted from aggregator | Avoid some marketplace deductions while keeping aggregator for discovery | Shifted orders x AOV x avoided fee rate, less payment/delivery/promotion deltas | Strongest when actual deductions and repeat capture are known | Show as scenario, never guaranteed | | Incremental direct orders | Converts otherwise lost or unplaced demand | Incremental orders x AOV x contribution margin after variable costs | Strong only with tracked source/incrementality | Owner-entered assumption; conservative default | | Pickup orders | Avoids delivery expense and may capture nearby demand | Pickup orders x avoided delivery cost, adjusted for discounts/packing | Strong and explainable | Safe model with editable costs |",LEG-SRC-0072,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0072,LEG-SRC-0072,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0064,"# Restaurant Archetype ROI Matrix | Archetype | Fit | Best ROI paths | Weak paths | Best channel stack | Best fulfilment | Risk | Required owner data | Early priority | |---|---|---|---|---|---|---|---|---| | Neighborhood QSR | Strong | repeat shift, pickup, structured menu, zone control | premium trust story | website + WhatsApp handoff/bot | pickup + existing driver/outsourced | Medium | orders, AOV, repeat, radius, fees | High | | Fast casual | Strong | pickup, repeat capture, AOV testing, social traffic | AI assistant early | website + WhatsApp | pickup + hybrid | Medium | channel mix, AOV, margin, traffic | High | | Cafeteria | Medium-strong | regular repeat orders, staff-time reduction, compact delivery | high setup/support burden | tiny page + WhatsApp/Telegram receiver | pickup + existing rider | Medium | daily repeats, phone/WhatsApp volume | High if disciplined | | Café | Medium | pickup, social/QR, catering/event enquiries | commission savings if low delivery | website + social + WhatsApp | pickup | Medium | social traffic, pickup, events | Medium |",LEG-SRC-0073,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0073,LEG-SRC-0073,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0065,# ROI Calculator Specification ## Objective ## UI Sections ## Required Inputs and Default Policy | Input | Unit | Conservative / base / optimistic starting scenario | Default rule | |---|---|---|---| | Monthly orders | orders | owner input | Required; no default | | AOV | AED/order | owner input | Required | | Contribution/gross margin after food and packaging | % | owner input | Required; explain definition | | Aggregator share | % orders | owner input | Required if relevant | | Actual aggregator deductions | % of order value | owner input; optional 15% / 25% / 35% sensitivity | Required for payback; sensitivity is not UAE fact | | Orders expected to shift direct | orders/month | blank/zero; optional 2% / 7% / 15% sensitivity | Positive values require explicit opt-in | | Incremental direct orders | orders/month | zero/blank; optional 0% / 2% / 5% sensitivity | Positive values require explicit opt-in |,LEG-SRC-0076,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0076,LEG-SRC-0076,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0066,"# ROI Numbers and Ranges Ledger ## Strongest Reference Numbers | Number | Meaning | Classification | Confidence | Calculator use | |---|---|---|---|---| | `2.9% + AED 1` | Stripe UAE standard domestic-card fee | Verified provider price | High | Editable payment-cost reference | | `+1%` | Stripe international-card surcharge | Verified provider price | High | Advanced sensitivity | | `+1%` | Stripe currency-conversion surcharge | Verified provider price | High | Advanced sensitivity | | `AED 60` | Stripe dispute-related fee conditions | Verified provider price | High | Warning/advanced failure-cost input | | `0` | Normal Telegram Bot API charge | Verified official documentation | High | Cost line, with hosting/support caveat | ## Bounded Market and Cost Ranges | Range | Meaning | Classification | Confidence | Limitation | Default safety | |---|---|---|---|---|---| | Up to `35%` | UAE delivery-app commission exposure reported in older sources | Industry/academic-style benchmark | Medium-low | Contract-specific and older | Use only as high scenario |",LEG-SRC-0077,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0077,LEG-SRC-0077,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0067,"# ROI Owner Questionnaire ## Orders and Economics ## Current Direct and Manual Orders ## Pickup and Delivery ## Website, Google, Social, and Leads ## Repeat Customers and Promotions ## Systems and Responsibility ## Data Request",LEG-SRC-0078,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0078,LEG-SRC-0078,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0068,# Role-Specific Starting Briefs ## 1. Restaurant Owner Economist ## 2. Restaurant Operator / Fulfilment Manager ## 3. Marketing and Trust Analyst ## 4. Direct-Order Economics Analyst ## 5. Delivery and Fulfilment Analyst ## 6. Channel Analyst ## 7. Competitor and Alternatives Analyst ## 8. Developer Cost and Support Analyst ## 9. ROI Calculator Designer ## 10. Evidence Auditor ## 11. Devil's Advocate ## 12. Chairman,LEG-SRC-0079,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0079,LEG-SRC-0079,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0069,# Run 2B Handoff ## What Run 2B Must Use - Capture structured orders from existing demand. - Reduce measured WhatsApp/phone leakage. - Support profitable pickup or known fulfilment. - Capture catering/family-tray/group enquiries. - Provide a clear web/social/Google/QR destination. - Measure direct repeat behavior without replacing aggregators. ## Strongest ROI-Backed Features - Clear menu/cart and structured customer/order details. - Stable restaurant-owned URL and source tracking. - Pickup option and explicit fulfilment choice. - Telegram order receiver or similarly bounded notification. - WhatsApp handoff where customers already use WhatsApp. - Order records sufficient to measure source/outcome. - Catering/group enquiry capture for relevant archetypes. - Delivery zone/fee/minimum-order controls where leakage is proven. ## Weakest Features - Generic trust/SEO features sold as revenue generators.,LEG-SRC-0080,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0080,LEG-SRC-0080,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0070,"# Assumption Ledger | ID | Assumption | Initial bounded range | Confidence | Why it matters | What would prove it wrong | Status | |---|---|---:|---|---|---|---| | A-001 | Some repeat demand can choose an owned channel without removing aggregators. | 2%-15% of total monthly orders in scenarios | Low | Drives direct-order savings and relationship value. | Tracked pilots show negligible direct usage despite active promotion. | Open | | A-002 | Pickup creates lower fulfilment burden than delivery. | AED 0 external delivery cost per pickup order | Medium | Drives pickup contribution model. | Incremental packing, queue, or discount costs exceed avoided delivery cost. | Open | | A-003 | Manual WhatsApp/phone orders consume measurable staff time and create preventable errors. | 3-8 minutes per order; 1%-5% material mistake/missed-order rate | Low | Drives operational ROI model. | Time-motion and correction logs show near-zero incremental burden. | Open |",LEG-SRC-0081,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0081,LEG-SRC-0081,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0071,"# Decision Log - D-001: Treat this run as the stronger replacement for the incomplete ROI portion of prior Run 2A; preserve prior Run 2A unchanged. - D-002: Do not decide final tiers, final public prices, final sales copy, or guaranteed ROI. - D-003: Use `handoffs/company-memory.md` as the closest matching master historical handoff; do not modify it. - D-004: Preserve locked positioning that aggregators remain discovery engines and the owned channel targets repeat demand, customer control, and structured workflows. - D-005: Build multiple ROI models and a scenario calculator; do not collapse all value into aggregator commission savings. - D-006: Represent trust/credibility and other weakly causal value as scored or optional scenario inputs, not automatic monetary promises. - D-007: Use bounded estimates with ranges, confidence, and falsification tests where evidence is incomplete. - D-008: Treat the calculator as owner-data scenario analysis, not a UAE benchmark predictor.",LEG-SRC-0082,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0082,LEG-SRC-0082,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0072,"# Evidence Ledger | ID | Claim | Classification | Geography | Source | Confidence | Limitation | |---|---|---|---|---|---|---| | E-001 | Aggregators should remain discovery engines while owned channels target repeat demand and control. | Locked company decision | UAE | S-001 | High | Strategic position, not proof of direct-channel profitability. | | E-002 | Tier 0 is a real tiny ordering page with Telegram order receipt and local SQLite history, without auth/dashboard/payment/POS/delivery API. | Locked company decision | UAE | S-001 | High | Product scope, not ROI evidence. | | E-003 | LLM may converse, but deterministic systems must own transaction facts and confirmation. | Locked company decision | Global | S-001 | High | Safety/architecture boundary, not measured ROI. | | E-004 | Prior Run 1 found aggregator fee pressure and customer-data/control concerns plausible, while incremental conversion, payback, and profitable channel shift remained unquantified. | Mixed evidence synthesis | UAE/GCC | S-002, S-003 | Medium | Underlying evidence includes vendor claims and older GCC data. |",LEG-SRC-0083,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0083,LEG-SRC-0083,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0073,"# Number Ledger | ID | Number / range | Unit | Geography | Source | Source type | Confidence | Classification | Formula use | Limitations | Safe default? | |---|---:|---|---|---|---|---|---|---|---|---| | N-001 | 0 | guaranteed ROI | Any | Company-memory restriction | Internal decision | High | council judgment | Disclaimer only | ROI must never be guaranteed. | Yes, as disclaimer | | N-002 | 2.9% + AED 1 | per successful domestic-card transaction | UAE | S-006 | Official provider pricing | High | verified fact | Direct payment cost | Stripe standard price only; excludes other providers/international cards/refunds. | Yes, labeled and editable | | N-003 | +1% | international card surcharge | UAE | S-006 | Official provider pricing | High | verified fact | Payment sensitivity | Stripe only. | Optional advanced input | | N-004 | +1% | currency-conversion surcharge | UAE | S-006 | Official provider pricing | High | verified fact | Payment sensitivity | Stripe only. | Optional advanced input |",LEG-SRC-0085,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0085,LEG-SRC-0085,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0074,"# Research Ledger | ID | Research question | Decision supported | Method | Status | Finding | |---|---|---|---|---|---| | R-001 | What locked company-memory and prior council decisions constrain ROI claims? | Entire run | Repository reads | Complete | No aggregator replacement, no guarantees, Tier 0 locked, deterministic transaction rule, POS/delivery integration bounded. | | R-002 | Why was prior Run 2A incomplete? | Redo scope | Prior artifact review | Complete | It used scenario reasoning without targeted external research, a number ledger, multiple ROI models, or calculator design. | | R-003 | What UAE/GCC/global numbers are safe enough for bounded calculator defaults? | Calculator defaults | Targeted online research | Complete | Only labeled official-provider costs are suitable references; positive causal inputs must default to zero/blank or owner entry. | | R-004 | What payment and messaging costs can be directly referenced? | Direct-channel cost model | Official pricing/docs | Complete | Stripe UAE: 2.9% + AED1 domestic cards; Telegram Bot API normally free; WhatsApp usage pricing must be verified at sale. |",LEG-SRC-0087,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0087,LEG-SRC-0087,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0075,"# Run 002A-Redo Completion Report ## Status ## Research Performed - Loaded master company memory, Run 001, and prior Run 2A. - Conducted targeted online research on UAE payment pricing, messaging/API costs, marketplace commission exposure, rider salaries, delivery-cost evidence, ordering/AOV claims, local-search capability, and competitor pricing. - Ran independent role memos, anonymous peer review, Chairman synthesis, executive responses, Devil's Advocate attack, and Evidence Auditor review. - Built a full ROI map, archetype matrix, number ledger, nine ROI model families, calculator specification/model, and owner questionnaire. ## Sources and Numbers ## Assumptions ## Strongest ROI Paths ## Weakest ROI Paths ## Best Early Archetype Hypotheses ## Best Channel Stack ## Calculator Recommendation - Public quick diagnostic without predicted AED/payback unless records are entered. - Evidence-based internal/sales model using actual restaurant inputs, explicit assumptions, best-alternative comparison, and full cost coverage.",LEG-SRC-0088,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0088,LEG-SRC-0088,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0076,"# Run Status ## Boundaries - Preserve prior Run 2A as a prior attempt. - Do not finalize tiers, public prices, sales copy, or guaranteed ROI claims. - Aggregators remain discovery engines; the owned channel targets repeat demand, control, and structured workflows. - Use bounded estimates when direct evidence is unavailable. - Log every source, important number, assumption number, and decision. ## Historical Inputs Loaded - `handoffs/company-memory.md` (closest match to named master handoff) - Run 001 completion report, ledgers, decision log, and interim verdict - Prior Run 2A completion report, ROI verdict, and Run 2B handoff - Restaurant commercial council skill protocol and templates ## Completion Gates - All required ledgers and artifacts exist. - ROI paths and archetypes are comprehensively mapped. - Numbers are classified with confidence and customer-default safety. - Calculator includes conservative, base, and optimistic scenarios.",LEG-SRC-0089,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0089,LEG-SRC-0089,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0077,"# Source Ledger | ID | Source | Type | Geography | Used for | Quality / limitation | |---|---|---|---|---|---| | S-001 | `handoffs/company-memory.md` | Internal company memory | UAE | Locked decisions, scope, channels, tiers, open questions | Closest match to named master handoff; untracked local file preserved. | | S-002 | Run 001 completion report and ledgers | Internal council record | UAE/GCC/global | Prior evidence, assumptions, decisions, restrictions | Contains mixed evidence quality clearly classified. | | S-003 | Run 001 interim commercial verdict | Internal chairman synthesis | UAE | Boundaries and unresolved gaps | Not primary market evidence. | | S-004 | Prior Run 2A completion report and artifacts | Internal prior attempt | UAE/scenario | Prior ROI hypotheses and fulfilment ladder | Explicitly weak: no external research or number ledger. | | S-005 | Restaurant commercial council skill protocol and templates | Internal process rule | N/A | Deliberation process | Process source, not commercial evidence. |",LEG-SRC-0090,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,PROJECT_INTERNAL,HIGH,2026-06-18,YES,internal,LEG-EV-0090,LEG-SRC-0090,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0078,"# Activity Log ## 2026-06-14 - Started a separate NotebookLM validation pass for completed Run 2A-Redo. - Read the repository-local research librarian skill, notebook registry, evidence taxonomy, query-budget policy, prior query ledger, and Run 2A-Redo number and assumption ledgers. - Confirmed that Run 2A-Redo used targeted web research but did not query NotebookLM. - Selected all four registered notebooks because each validates a distinct load-bearing model boundary. - Set a maximum of five NotebookLM attempts; planned four. - Submitted Q-001 as a connection/authentication probe. NotebookLM rejected it before execution under tenant external-disclosure policy; no answer or citations were returned. - Paused pending explicit informed user approval to send Run 2A-Redo assumptions and internal conclusions to NotebookLM.",LEG-SRC-0091,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0091,LEG-SRC-0091,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0079,# Assumption Validation Ledger | Assumption | Validation result | Confidence after validation | What would prove it wrong | Required action | |---|---|---|---|---|,LEG-SRC-0092,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0092,LEG-SRC-0092,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0080,# Evidence Validation Ledger | ID | Run 2A-Redo claim | NotebookLM finding | Classification | Geography | Citation/provenance | Limitation | Required action | |---|---|---|---|---|---|---|---|,LEG-SRC-0093,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,NO,internal,LEG-EV-0093,LEG-SRC-0093,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0081,# Number Validation Ledger | Run 2A-Redo number | Existing classification | NotebookLM result | Revised classification | Safe calculator treatment | Citation/provenance | |---|---|---|---|---|---|,LEG-SRC-0095,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,NO,internal,LEG-EV-0095,LEG-SRC-0095,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0082,"# NotebookLM Validation Query Plan ## Selected Notebooks | Query | Notebook | Why selected | |---|---|---| | Q-001 | Restaurant Website ROI Research - Consolidated | Validates direct-order economics, conversion, retention, AOV, trust, and operational ROI assumptions. | | Q-002 | UAE Third-Party Restaurant Delivery Companies Research | Validates fulfilment costs, rider models, pickup, zones, failures, and delivery-margin risk. | | Q-003 | Restaurant Website and Direct-Ordering Competitors | Validates alternative costs, fees, data ownership, and whether manual/aggregator/POS/SaaS alternatives are good enough. | | Q-004 | UAE Restaurant Direct-Ordering Product-Market Fit | Validates archetype fit, adoption, onboarding/support burden, willingness-to-pay proxies, and provider viability. | ## Questions ### Q-001: Restaurant ROI ### Q-002: Delivery And Fulfilment ### Q-003: Competitors And Alternatives",LEG-SRC-0097,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0097,LEG-SRC-0097,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0083,"# Run Status - Run: `2026-06-14-full-restaurant-roi-research-calculator-002A-redo-notebooklm-validation` - Purpose: Validate the load-bearing claims and assumptions in Run 2A-Redo against the four existing NotebookLM notebooks. - Status: Blocked pending explicit informed approval for external disclosure - Mode: Existing-source chat queries only - Query ceiling: 5 attempts - Planned queries: 4 - Prohibited without further approval: deep research, source additions, source changes, login, and account/profile switching - Parent run preserved: `working/council-runs/2026-06-14-full-restaurant-roi-research-calculator-002A-redo/` - Blocker: NotebookLM rejected Q-001 before execution because the query would send private repository-derived assumptions and internal conclusions to an external service. Continue only after the user explicitly approves that disclosure after being informed of the risk.",LEG-SRC-0098,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0098,LEG-SRC-0098,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0084,# Source Ledger,LEG-SRC-0099,imported evidence/library entry,2026-06-14-full-restaurant-roi-research-calculator-002A-redo,INTERNAL_PROJECT_FACT,INTERNAL_PROJECT_FACT,UAE,HIGH,2026-06-18,YES,internal,LEG-EV-0099,LEG-SRC-0099,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0085,"# Activity Log ## 2026-06-14 - Confirmed Run 2C authorization in repository `AGENTS.md`. - Read Run 001, Run 2A-Redo, and Run 2B decisions, ledgers, handoffs, and final artifacts. - Used `handoffs/company-memory.md` as the closest match to the missing named historical handoff. - Loaded the restaurant commercial council protocol and decision taxonomy. - Preserved Run 2B as the package structure gate. - Created Run 2C ledgers, role-specific briefs, and pricing basis map. - Began targeted current-price verification for third-party and competitor anchors. - Corrected process after user intervention: no direct price synthesis will be treated as a council decision. Proceeding through sealed independent thinker memos, anonymous review, Chairman first synthesis, post-decision response, Devil's Advocate, Evidence Auditor, and Chairman final verdict. - Completed five sealed thinker memos, three anonymous peer reviews, Chairman first synthesis, four executive responses, Devil's Advocate attack, Evidence Auditor review, and final Chairman verdict.",LEG-SRC-0100,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0100,LEG-SRC-0100,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0086,# Allowance Ledger | Allowance | Tier 0 | Tier 1 | Tier 2 | Overage direction | |---|---:|---:|---:|---| | Menu items initial entry | 60 | 100 | 150 | Fixed blocks | | Template pages | 1 ordering page | Up to 5 | Up to 5 plus workflow | Quote beyond | | Languages | 1 | 1 | 1 | Per-language module | | Revision rounds | 1 | 2 | 2 | Hourly/quoted | | Training | 30 min | 60 min | 2 x 60 min | Paid session | | Monthly content updates | None | 30 min managed plan | 45 min managed plan | Hourly/block | | Product support | 30 min/month | 60 min/month | 120 min/month | Hourly/block |,LEG-SRC-0101,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0101,LEG-SRC-0101,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0087,"# Allowances And Overages | Item | T0 | T1 | T2 | |---|---:|---:|---:| | Menu items | 60 | 100 | 150 | | Photos | Restaurant-supplied within menu allowance | Restaurant-supplied within allowance | Restaurant-supplied within allowance | | Pages | 1 ordering page | Up to 5 template pages | Up to 5 plus workflow | | Languages | 1 | 1 | 1 | | Revisions | 1 round | 2 rounds | 2 rounds | | Training | 30 min | 60 min | 2 x 60 min | | Monthly support | 30 min managed | 60 min managed | 120 min managed | | Monthly updates | None | 30 min managed | 45 min managed | - Exceptional work: internal AED 275/hour hypothesis, 30-minute increments. - Training/content session: internal AED 300/hour hypothesis. - Clean menu entry: internal AED 350 per 25-item block. - Translation, rewriting, photography, cleanup, integrations, and custom design are quoted. - Product defects do not consume allowance. - No rollover.",LEG-SRC-0102,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0102,LEG-SRC-0102,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0088,"# Anonymous Pricing Peer Review ## Review 1 - **Strongest insight:** Responsibility-based pricing is more trustworthy than ROI-led pricing. - **Weakest assumption:** Monthly support use of 0.5/1/2 hours is unmeasured and may not justify recurring minimums. - **Price too high:** T0 recurring AED 250-500 may be too high for a simple-page perception. - **Price too low:** T2 launch near AED 6,750 is unsafe against workflow effort and risk. - **Missed objection:** Why pay setup plus monthly when staff still maintain menu, POS, fulfilment, and aggregators? - **Missed support:** Staff turnover, retraining, menu coordination, and peak troubleshooting. - **Missed hosting:** Missed-order consequences, outage communications, response expectations, and exit. - **Module correction:** Include basic WhatsApp handoff in T1/T2 where trivial; keep advanced messaging/payment/delivery behind discovery. - **Proposed correction:** T0 fixed setup plus optional care; T1 includes basic handoff; T2 has higher qualified floor and mandatory managed support.",LEG-SRC-0103,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0103,LEG-SRC-0103,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0089,"# Chairman First Pricing Synthesis ## Emerging Structure ## Proposed Base Pricing | Package | Launch setup | Standard setup | Managed monthly | Client-owned product support | |---|---:|---:|---:|---:| | T0 Ordering Page | 2,900 | 3,600 | 350 mandatory when managed | 250 optional | | T1 Website + Ordering | 5,900 | 7,500 | 650 mandatory when managed | 450 optional | | T2 Direct Order Workflow | 12,000 | 15,000 | 1,100 mandatory | 900 mandatory | ## Hosting | Mode | Setup adjustment | Recurring | |---|---:|---| | Provider-managed | Included | Managed plan mandatory | | Client-owned T0 | +750 | Optional support after acceptance | | Client-owned T1 | +1,000 | Optional unless provider retains responsibility | | Client-owned T2 | +1,500 | Mandatory support | | Later migration | AED 750-1,500 or quote | Defined export/transfer/exit scope | ## Allowances And Overages - Initial menu items: T0 60; T1 100; T2 150.",LEG-SRC-0104,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,SCENARIO_ASSUMPTION,SCENARIO_ASSUMPTION,UAE,MEDIUM,2026-06-18,YES,internal,LEG-EV-0104,LEG-SRC-0104,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
HC-0090,# Cheap WordPress Competitor Justification ## Internal Strategic Version ## Owner-Facing Draft,LEG-SRC-0105,imported evidence/library entry,2026-06-14-pricing-and-commercial-justification-002C,COUNCIL_INFERENCE,COUNCIL_INFERENCE,PROJECT_INTERNAL,MEDIUM,2026-06-18,YES,internal,LEG-EV-0105,LEG-SRC-0105,Imported from V2 legacy evidence library; exact source support should be rechecked before external use.,
